UNDERLYING,start,end,final_realized,final_unrealized,final_equity,final_gross_pnl,final_net_pnl,final_cost_pnl,final_spr_slpg1,final_spr_slpg2,final_own_amount,max_drawdown,total_contracts_traded,total_shares_traded,max_delta_lots,min_delta_lots,cfg
LODHA,2025-02-17 11:19:00,2025-09-30 15:29:00,-364419.3999999964,0.0,-364419.3999999964,-167149.89999999639,-219040.76556403638,51890.865564039996,82065.49999999996,98270.40000000002,-167149.89999999639,326998.14159571304,202,280376,0,-40,E1.5_TP0.5_SL1.5
LT,2025-02-17 11:19:00,2025-09-30 15:29:00,-140871.75,0.0,-140871.75,12910.650000000314,-6813.721780499691,19724.371780500005,14392.199999999993,14255.249999999998,12910.650000000314,32826.88834703996,86,42828,40,-3,E1.5_TP0.5_SL1.5
LTF,2025-02-17 11:19:00,2025-09-30 15:29:00,440261.27999999904,0.0,440261.27999999904,187688.15999999916,136117.7947641592,51570.36523583996,82124.63999999996,121740.47999999991,187688.15999999916,202069.40645030898,190,2243520,0,-40,E1.5_TP0.5_SL1.5
LTIM,2025-02-17 11:20:00,2025-09-30 15:29:00,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL1.5
LUPIN,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL1.5
SAIL,2025-02-17 11:19:00,2025-09-30 15:29:00,-24575.46000000013,0.0,-24575.46000000013,-5709.84000000007,-8138.61473352007,2428.77473352,3433.62,4591.0199999999995,-5709.84000000007,8138.61473352007,10,154320,2,0,E1.5_TP0.5_SL1.5
SBICARD,2025-02-17 11:19:00,2025-09-30 15:29:00,-221182.04999999996,-0.0,-221182.04999999996,-42815.49999999977,-60871.68220739976,18056.182207399997,29076.899999999998,23148.599999999995,-42815.49999999977,67945.88194620171,86,161852,0,-40,E1.5_TP0.5_SL1.5
SBILIFE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL1.5
SBIN,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL1.5
SHREECEM,2025-02-17 11:19:00,2025-09-30 15:29:00,-106721.99999999919,0.0,-106721.99999999919,146265.7000000012,107290.1875505612,38975.51244944001,54684.0,61308.1,146265.7000000012,66686.32310731828,180,10080,0,-40,E1.5_TP0.5_SL1.5
SHRIRAMFIN,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL1.5
SIEMENS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL1.5
SOLARINDS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL1.5
SONACOMS,2025-02-17 11:19:00,2025-09-30 15:29:00,785835.150000002,0.0,785835.150000002,63488.400000002264,-12052.387924437746,75540.78792444001,115467.4500000001,281168.85000000003,63488.400000002264,377808.16625154053,374,1243176,0,-40,E1.5_TP0.5_SL1.5
SRF,2025-02-17 11:20:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL1.5
SUNPHARMA,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL1.5
SUPREMEIND,2025-02-17 11:19:00,2025-09-30 15:29:00,-824.9999999999,0.0,-824.9999999999,26301.00000000004,21304.518158000043,4996.481841999999,12287.0,18744.0,26301.00000000004,18608.197374800417,24,10560,8,0,E1.5_TP0.5_SL1.5
SUZLON,2025-08-01 11:25:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL1.5
SYNGENE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL1.5
